originator,stdErrMultiple,OML.ols,OML.mlm,GML.ols,GML.mlm,Competitive Suppression.ols,Competitive Suppression.mlm,Direct Suppression.ols,Direct Suppression.mlm,Generalized Competitive Suppression.ols,Generalized Competitive Suppression.mlm,Generalized Direct Suppression.ols,Generalized Direct Suppression.mlm,ROE Competitive Suppression.ols,ROE Competitive Suppression.mlm,ROE Direct Suppression.ols,ROE Direct Suppression.mlm
Generalized Competitive Suppression,1.2,-229.723764826875,-229.723764826875,-218.618849573651,-204.121485664536,-208.746554349152,-208.746554349152,-252.794269653422,-252.794269653422,-215.423859495365,-192.574869561845,-217.859689706844,-210.248740757109,-206.876634255379,-206.029916474347,-253.819751922094,-244.808220624018
Generalized Competitive Suppression,1.2,-214.543661236484,-214.543661236484,-177.456747265551,-170.857468371974,-190.026541251213,-190.026541251213,-232.890156942687,-232.890156942687,-157.896885543774,-149.010372203224,-188.198362497499,-179.14261961526,-209.080463298074,-195.057444267907,-239.175212552862,-214.903292395171
Generalized Competitive Suppression,1.3,-222.566473193764,-222.566473193764,-319.956954081126,-264.024562095007,-191.819183688595,-191.819183688595,-245.569809394545,-245.569809394545,-195.069597671692,-177.621670442381,-288.735699417033,-256.881862827401,-203.180305302117,-194.477525953712,-255.540223807088,-245.036202691342
Generalized Competitive Suppression,1.3,-240.069939981996,-240.069939981996,-298.216140563764,-276.407941396188,-207.410321256092,-207.410321256092,-248.514192428069,-248.514192428069,-195.920634532477,-193.663845051907,-273.115694392307,-258.719455763389,-225.90773776744,-215.93423395832,-296.06915721028,-267.568600376852
Generalized Competitive Suppression,1.3,-231.442680162174,-231.442680162174,-305.959048758956,-267.58619747521,-213.172298294784,-213.172298294784,-244.036827390155,-244.036827390155,-263.26003755862,-245.677809437409,-276.467705316155,-255.832835329675,-227.130392946379,-221.514522260335,-246.610793558194,-237.430971211197
Generalized Competitive Suppression,1.3,-229.69316015743,-229.69316015743,-300.81512226474,-238.42041642543,-206.093404519477,-206.093404519477,-248.720113090493,-248.720113090493,-226.813340741386,-212.275879896751,-261.28530247766,-236.427097481669,-215.811829982054,-204.873138524998,-263.637818715951,-249.371463649992
Generalized Competitive Suppression,1.3,-226.731555909223,-226.731555909223,-217.62606438291,-212.711392524806,-193.245698952013,-193.245698952013,-239.077351301741,-239.077351301741,-192.410384438245,-183.045007194426,-220.037846235124,-209.603534098075,-209.701173390697,-205.931695994891,-264.660774827992,-256.711223214619
Generalized Competitive Suppression,1.3,-236.78106147945,-236.78106147945,-270.917482978988,-237.941509732685,-214.795981261403,-214.795981261403,-252.382059992509,-252.382059992509,-248.897723555849,-217.595403905836,-253.912375076194,-232.416145185317,-222.325935655539,-215.820771400052,-279.187376676176,-242.173541356553
Generalized Competitive Suppression,1.3,-227.610480818541,-227.610480818541,-272.31640617582,-253.968999862319,-200.791589057349,-200.791589057349,-246.326598127032,-246.326598127032,-259.490440408442,-232.911430724625,-294.29651643076,-271.903382428786,-213.496212071187,-208.366673560245,-272.692975024413,-240.30001218411
Generalized Competitive Suppression,1.3,-217.017354603894,-217.017354603894,-353.633298495534,-226.729262699261,-205.715920696855,-205.715920696855,-234.489430789206,-234.489430789206,-229.097297580531,-210.026245143339,-273.297959208739,-236.293485283187,-207.581112809442,-205.001892130514,-228.359652476545,-226.77836990094
Generalized Competitive Suppression,1.3,-232.095697187479,-232.095697187479,-235.064493697243,-227.520314202346,-197.671142929216,-197.671142929216,-252.910227762448,-252.910227762448,-334.591351314456,-285.711695937882,-247.759130551957,-242.065123359937,-229.85184834262,-217.008586377952,-241.745394247616,-240.321715726154
Generalized Competitive Suppression,1.3,-226.37608257995,-226.37608257995,-229.422694388068,-223.484807269029,-199.213013294319,-199.213013294319,-238.481325908453,-238.481325908453,-211.265847956464,-200.493253656645,-225.312986223683,-221.218364351462,-217.533816284329,-205.865150751844,-258.501947938926,-258.665376790854
Generalized Competitive Suppression,1.4,-223.379452510406,-223.379452510406,-237.630648408379,-225.746225243929,-204.403987364232,-204.403987364232,-237.58127211639,-237.58127211639,-212.662764565789,-199.210893109808,-249.568883689461,-235.675806549273,-211.716306414638,-206.313946869405,-264.149930514295,-248.514777369104
Generalized Competitive Suppression,1.4,-227.864108498769,-227.864108498769,-241.595412708028,-234.719229414924,-203.236512753871,-203.236512753871,-247.798086628987,-247.798086628987,-217.862044420517,-210.570834718413,-246.368039697967,-239.098466369115,-214.224838922586,-205.161986138671,-237.131042940918,-229.540444788462
Generalized Competitive Suppression,1.4,-236.134683278794,-236.134683278794,-276.203308691619,-218.452640681857,-217.088043747034,-217.088043747034,-249.25566977869,-249.25566977869,-225.554200320737,-211.113416238438,-233.285420344399,-227.178196706949,-217.030953061764,-216.407221738855,-248.637187426076,-248.538874174952
Generalized Competitive Suppression,1.4,-244.66065659525,-244.66065659525,-274.044074406197,-236.05925768537,-214.263238631432,-214.263238631432,-248.558491060211,-248.558491060211,-215.684403960357,-199.63537987657,-236.646558999707,-230.452333708397,-241.82594518,-227.615815155692,-249.93636180458,-241.720906102526
Generalized Competitive Suppression,1.4,-231.096216446446,-231.096216446446,-239.110592366576,-233.500942621782,-212.868543800046,-212.868543800046,-245.561827544573,-245.561827544573,-201.900601307777,-193.043184569393,-240.399808688068,-234.355228038425,-228.893353759398,-217.67623440839,-236.745419131578,-232.961099852769
Generalized Competitive Suppression,1.4,-222.973990194673,-222.973990194673,-267.431990082151,-254.763128041048,-207.833826296535,-207.833826296535,-237.851123458484,-237.851123458484,-286.004976466981,-242.603382868577,-270.04098967567,-257.140582898252,-217.79833645264,-206.487367425901,-230.479298001723,-230.276989034795
Generalized Competitive Suppression,1.4,-220.488087521188,-220.488087521188,-233.184510092268,-226.64824231041,-201.329489750806,-201.329489750806,-239.521731041909,-239.521731041909,-227.147955288967,-215.539072777131,-224.836821652695,-219.952343042009,-206.877080400388,-201.744621496045,-238.678384307935,-239.067821252639
Generalized Competitive Suppression,1.4,-238.192882691797,-238.192882691797,-243.943137170691,-235.010527041576,-227.110796067075,-227.110796067075,-245.270524465008,-245.270524465008,-236.181389273617,-226.225439525407,-235.366586909466,-228.512829384072,-236.423862728298,-231.377294260012,-240.614420038969,-236.380547375722
Generalized Competitive Suppression,1.4,-236.738026037369,-236.738026037369,-277.922142142451,-255.453969658605,-219.768314604071,-219.768314604071,-254.829351386796,-254.829351386796,-330.875688354099,-278.26990260769,-284.507621059282,-264.813785439605,-248.958559561858,-227.617818990072,-266.188214465544,-245.079380433717
Generalized Competitive Suppression,1.4,-229.255399466924,-229.255399466924,-214.980465169734,-202.047456078473,-223.862440848705,-223.862440848705,-243.928638340322,-243.928638340322,-228.815246781867,-211.829855810557,-222.353239327741,-210.337079973227,-234.209565315368,-222.776608992712,-283.092437505567,-253.411975243386
Generalized Competitive Suppression,1.5,-233.142220135992,-233.142220135992,-247.89849824638,-221.133862829807,-217.200346983295,-217.200346983295,-246.407095241578,-246.407095241578,-226.228378112288,-204.435976911872,-252.937717783804,-225.775213883819,-222.177154412815,-216.773325414674,-264.520736244522,-243.41889279936
Generalized Competitive Suppression,1.5,-247.350687989671,-247.350687989671,-266.281860915154,-253.889765256517,-237.342254928997,-237.342254928997,-255.850922163076,-255.850922163076,-226.12967346848,-218.032505257452,-265.010208968916,-254.408602326253,-243.686411120808,-236.171323080333,-289.258707560272,-280.560517205564
Generalized Competitive Suppression,1.5,-254.943331659844,-254.943331659844,-248.628745794169,-241.563775098918,-215.292745245006,-215.292745245006,-269.480353774553,-269.480353774553,-224.859669147319,-214.626579619272,-259.578509422338,-251.897321204328,-237.282208602795,-224.450177233768,-268.513294459739,-259.169590718832
Generalized Competitive Suppression,1.5,-241.166839521938,-241.166839521938,-242.37742682462,-217.228131698231,-219.056902518233,-219.056902518233,-253.076683260452,-253.076683260452,-229.079654993113,-205.236532340648,-250.964737468074,-220.01060896231,-229.011273138648,-225.961728747389,-239.946537577086,-239.60029645418
Generalized Competitive Suppression,1.5,-254.39234113341,-254.39234113341,-275.949880916486,-264.354234190241,-264.021072135868,-264.021072135868,-270.30399822729,-270.30399822729,-353.64305650095,-312.973017422298,-269.803673487328,-256.920344423255,-284.455516386516,-267.592930516774,-265.113243082922,-259.925188374129
Generalized Competitive Suppression,1.5,-244.472503051114,-244.472503051114,-592.827298793944,-305.493258673396,-234.555866103301,-234.555866103301,-254.403611352715,-254.403611352715,-687.168282668409,-260.702357929252,-611.739233895214,-312.448403954883,-249.178463132337,-242.303126616298,-265.201683296877,-253.221389619275
Generalized Competitive Suppression,1.5,-245.353702909594,-245.353702909594,-250.136152986006,-241.687201080203,-193.882094809311,-193.882094809311,-262.447119420045,-262.447119420045,-218.471567824424,-207.563210771946,-267.749392466954,-258.098803407838,-207.362415590495,-195.561960914846,-410.644215762921,-238.783438940402
Generalized Competitive Suppression,1.5,-227.408990567382,-227.408990567382,-282.785451472084,-264.852816798861,-212.741169145565,-212.741169145565,-243.926360496346,-243.926360496346,-346.969523469289,-282.985732530134,-282.776714443808,-260.905631257464,-220.54753058611,-213.615649679127,-280.225620868446,-238.770192118627
Generalized Competitive Suppression,1.5,-238.566950923165,-238.566950923165,-394.614096044158,-228.280744401921,-206.84903116895,-206.84903116895,-254.93464928157,-254.93464928157,-225.128292836825,-193.454499447451,-235.204293644025,-225.008741201985,-219.536349046746,-212.349057755733,-295.008262033441,-251.411315985372
Generalized Competitive Suppression,1.5,-230.10192011315,-230.10192011315,-253.460742759786,-232.95841507522,-208.242112976567,-208.242112976567,-245.934490659178,-245.934490659178,-209.714126824087,-205.761136652851,-235.807707536539,-224.651596210987,-218.011815779692,-211.812561977447,-263.032239100062,-250.104153321642
Generalized Competitive Suppression,1.6,-240.28517775201,-240.28517775201,-243.749093723043,-239.165926845847,-218.268812907505,-218.268812907505,-254.026991883687,-254.026991883687,-250.74869995776,-220.696916361481,-251.882952026767,-246.383199165182,-221.627479772757,-215.038623358649,-280.084199672668,-279.145677232043
Generalized Competitive Suppression,1.6,-245.428585043459,-245.428585043459,-266.889158829659,-245.026381174541,-214.361666158989,-214.361666158989,-260.098315393908,-260.098315393908,-238.533028246122,-220.25753138603,-251.526341224105,-244.501650948515,-230.784055016656,-221.389439388583,-255.884255802686,-248.056205451836
Generalized Competitive Suppression,1.6,-244.114152857361,-244.114152857361,-249.560367549502,-246.973397132045,-259.052517217326,-259.052517217326,-271.535695802899,-271.535695802899,-289.515284713663,-274.282521905847,-266.068788746751,-260.796962262366,-262.842703555753,-256.648848668873,-271.895316176684,-254.386624985134
Generalized Competitive Suppression,1.6,-232.591662406677,-232.591662406677,-234.542358405205,-220.710971023284,-215.087212138646,-215.087212138646,-246.316978449836,-246.316978449836,-260.131641146391,-247.32310869116,-221.470720107544,-217.47439417058,-219.692036055022,-214.92675734667,-288.949913741846,-280.454476416436
Generalized Competitive Suppression,1.6,-238.53182657065,-238.53182657065,-226.447805362433,-223.801947323718,-235.702900734134,-235.702900734134,-254.274201603895,-254.274201603895,-266.914633755785,-248.901653338085,-231.553610150135,-228.849085397257,-246.552166052658,-239.556306909136,-254.156362253382,-244.595593610468
Generalized Competitive Suppression,1.6,-234.12343325274,-234.12343325274,-248.028891254906,-235.665816641957,-208.647017827707,-208.647017827707,-251.028786697262,-251.028786697262,-232.543780543955,-211.826250396451,-253.193991719569,-241.346562591809,-218.217443412495,-217.376031287911,-263.054699807208,-236.355550000044
Generalized Competitive Suppression,1.6,-244.272660638327,-244.272660638327,-233.941215631284,-227.814032375746,-226.589898868816,-226.589898868816,-258.207209889591,-258.207209889591,-260.4611119651,-226.554964920061,-236.451318473663,-230.741705086286,-236.673928466808,-226.092875039076,-253.294639181114,-247.936624159216
Generalized Competitive Suppression,1.6,-235.997114727145,-235.997114727145,-257.460928259871,-243.439858284111,-220.679543196204,-220.679543196204,-249.473152488835,-249.473152488835,-225.667894520146,-217.904655306481,-253.251503076869,-241.671635203494,-240.835292921199,-230.895171783666,-261.530406869014,-243.195022503148
Generalized Competitive Suppression,1.6,-250.775332362205,-250.775332362205,-251.547361721346,-242.497549382065,-231.824619746814,-231.824619746814,-262.379422766699,-262.379422766699,-237.262981785778,-228.935685460607,-251.31196771807,-241.857991513099,-240.185847272211,-232.851254808741,-270.22957477779,-258.73620645901
Generalized Competitive Suppression,1.6,-247.34265669683,-247.34265669683,-278.615763762627,-261.297365961954,-242.262350128496,-242.262350128496,-260.003468511532,-260.003468511532,-286.962984000734,-270.608612023027,-266.17961461064,-252.800869260967,-257.021964996756,-242.685223534144,-266.295551326996,-264.083634621366
Generalized Competitive Suppression,1.7,-254.424573483859,-254.424573483859,-252.99307378809,-244.462321217732,-241.101828904799,-241.101828904799,-267.140257397092,-267.140257397092,-259.133700289849,-243.559423474386,-254.368795477115,-250.006752937843,-241.855954751178,-240.656439968342,-263.247756023601,-260.811810873971
Generalized Competitive Suppression,1.7,-256.615359179248,-256.615359179248,-275.67396227385,-267.698688804678,-222.224606708421,-222.224606708421,-270.443105843287,-270.443105843287,-248.135309526636,-240.229948762336,-280.084217057862,-268.279812687238,-237.726932357595,-225.158202271595,-264.148889522138,-255.985209912086
